Company,Value
Company B,0.2008
Company B,0.2417
Company B,0.2012
Company B,0.2666
Company B,0.2184
Company B,0.2488
Company B,0.2366
Company B,0.2212
Company B,0.1438
Company B,0.2731
Company B,0.2341
Company B,0.1945
Company B,0.2163
Company B,0.2431
Company B,0.2235
Company B,0.1827
Company B,0.19
Company B,0.2418
Company B,0.2052
Company B,0.2041
Company B,0.2597
Company B,0.2267
Company B,0.206
Company B,0.2109
Company B,0.1967
Company B,0.2234
Company B,0.1963
Company B,0.1885
Company B,0.2353
Company B,0.171
Company B,0.231
Company B,0.188
Company B,0.2297
Company B,0.2749
Company B,0.241
Company B,0.2682
Company B,0.2956
Company B,0.2954
Company B,0.204
Company B,0.1765
Company B,0.2587
Company B,0.2682
Company B,0.2394
Company B,0.2944
Company B,0.2187
Company B,0.2024
Company B,0.215
Company B,0.2344
Company B,0.252
Company B,0.2876
Company B,0.2187
Company B,0.1805
Company B,0.2141
Company B,0.1703
Company B,0.2612
Company B,0.2354
Company B,0.1987
Company B,0.1693
Company B,0.2623
Company B,0.2499
Company B,0.2438
Company B,0.1325
Company B,0.2182
Company B,0.2305
Company B,0.2498
Company B,0.2096
Company B,0.2097
Company B,0.2119
Company B,0.2152
Company B,0.2543
Company B,0.2042
Company B,0.3283
Company B,0.2164
Company B,0.1734
Company B,0.2711
Company B,0.1895
Company B,0.2206
Company B,0.2579
Company B,0.2054
Company B,0.1992
Company B,0.288
Company B,0.2511
Company B,0.209
Company B,0.216
Company B,0.2128
Company B,0.2503
Company B,0.2333
Company B,0.1972
Company B,0.28
Company B,0.2225
Company B,0.198
Company B,0.2193
Company B,0.2275
Company B,0.23
Company B,0.2158
Company B,0.1605
Company B,0.2561
Company B,0.1691
Company B,0.2141
Company B,0.1811
Company B,0.1905
Company B,0.229
Company B,0.2563
Company B,0.1874
Company B,0.174
Company B,0.1951
Company B,0.2172
Company B,0.2634
Company B,0.2352
Company B,0.2481
Company B,0.2375
Company B,0.2284
Company B,0.2527
Company B,0.1974
Company B,0.2464
Company B,0.163
Company B,0.1804
Company B,0.227
Company B,0.1891
Company B,0.2469
Company B,0.2571
Company B,0.2713
Company B,0.2207
Company B,0.2212
Company B,0.2193
Company B,0.2545
Company B,0.2681
Company B,0.2158
Company B,0.2398
Company B,0.2319
Company B,0.2667
Company B,0.2536
Company B,0.2675
Company B,0.2595
Company B,0.1833
Company B,0.2695
Company B,0.1653
Company B,0.2163
Company B,0.217
Company B,0.2537
Company B,0.1758
Company B,0.2225
Company B,0.236
Company B,0.238
Company B,0.1952
Company B,0.17
Company B,0.2158
Company B,0.2282
Company B,0.2675
Company B,0.1829
Company B,0.2589
Company B,0.2146
Company B,0.1867
Company B,0.2017
Company B,0.2483
Company B,0.2821
Company B,0.2103
Company B,0.2119
Company B,0.2258
Company B,0.1857
Company B,0.1978
Company B,0.22
Company B,0.1959
Company B,0.2388
Company B,0.2034
Company B,0.2372
Company B,0.2462
Company B,0.2031
Company B,0.2028
Company B,0.2456
Company B,0.2343
Company B,0.2535
Company B,0.2611
Company B,0.2266
Company B,0.243
Company B,0.2264
Company B,0.2393
Company B,0.1984
Company B,0.1886
Company B,0.2543
Company B,0.2218
Company B,0.2055
Company B,0.2201
Company B,0.2224
Company B,0.2004
Company B,0.2129
Company B,0.2234
Company B,0.2007
Company B,0.232
Company B,0.2408
Company B,0.2415
Company B,0.2278
Company B,0.2592
Company B,0.1995
Company B,0.2188
Company B,0.2517
Company B,0.2014
Company B,0.206
Company B,0.2395
Company B,0.2385
Company B,0.2409
Company B,0.2619
Company B,0.2478
Company B,0.2371
Company B,0.2094
Company B,0.2488
Company B,0.2049
Company B,0.2278
Company B,0.2498
Company B,0.2023
Company B,0.2384
Company B,0.2387
Company B,0.2218
Company B,0.2108
Company B,0.2278
Company B,0.2241
Company B,0.1797
Company B,0.2597
Company B,0.2628
Company B,0.2049
Company B,0.2182
Company B,0.3039
Company B,0.2373
Company B,0.2644
Company B,0.2337
Company B,0.2341
Company B,0.2293
Company B,0.2005
Company B,0.2264
Company B,0.2199
Company B,0.2787
Company B,0.2013
Company B,0.2426
Company B,0.2057
Company B,0.2254
Company B,0.2147
Company B,0.2288
Company B,0.216
Company B,0.2167
Company B,0.2275
Company B,0.2519
Company B,0.1873
Company B,0.2339
Company B,0.2336
Company B,0.1741
Company B,0.2273
Company B,0.2196
Company B,0.2499
Company B,0.2228
Company B,0.2099
Company B,0.2268
Company B,0.2322
Company B,0.2341
Company B,0.2359
Company B,0.2277
Company B,0.2888
Company B,0.2179
Company B,0.2139
Company B,0.2872
Company B,0.2358
Company B,0.2396
Company B,0.2107
Company B,0.2094
Company B,0.1909
Company B,0.2622
Company B,0.2561
Company B,0.1943
Company B,0.1957
Company B,0.2339
Company B,0.1944
Company B,0.27
Company B,0.2196
Company B,0.2129
Company B,0.2198
Company B,0.2225
Company B,0.231
Company B,0.2215
Company B,0.2125
Company B,0.2232
Company B,0.2128
Company B,0.1812
Company B,0.2433
Company B,0.1913
Company B,0.1759
Company B,0.228
Company B,0.2326
Company B,0.2139
Company B,0.2468
Company B,0.2409
Company B,0.222
Company B,0.2444
Company B,0.2201
Company B,0.2757
Company B,0.2994
Company B,0.1767
Company B,0.2529
Company B,0.2596
Company B,0.2153
Company B,0.2444
Company B,0.2247
Company B,0.2719
Company B,0.2301
Company B,0.2368
Company B,0.2502
Company B,0.2262
Company B,0.2592
Company B,0.2379
Company B,0.2194
Company B,0.2311
Company B,0.2098
Company B,0.2135
Company B,0.1845
Company B,0.2541
Company B,0.2496
Company B,0.2527
Company B,0.237
Company B,0.2409
Company B,0.1688
Company B,0.2158
Company B,0.1856
Company B,0.2333
Company B,0.2133
Company B,0.2219
Company B,0.2608
Company B,0.2099
Company B,0.2111
Company B,0.2529
Company B,0.2671
Company B,0.2485
Company B,0.2286
Company B,0.2651
Company B,0.1817
Company B,0.2314
Company B,0.228
Company B,0.2206
Company B,0.19
Company B,0.1768
Company B,0.2595
Company B,0.2192
Company B,0.2196
Company B,0.1907
Company B,0.2433
Company B,0.1863
Company B,0.2216
Company B,0.2362
Company B,0.2407
Company B,0.2098
Company B,0.1643
Company B,0.1894
Company B,0.2237
Company B,0.2115
Company B,0.2331
Company B,0.2094
Company B,0.2002
Company B,0.2639
Company B,0.2497
Company B,0.2566
Company B,0.2129
Company B,0.2086
Company B,0.1798
Company B,0.2195
Company B,0.2628
Company B,0.2573
Company B,0.2337
Company B,0.1931
Company B,0.254
Company B,0.2441
Company B,0.2381
Company B,0.2939
Company B,0.2191
Company B,0.2043
Company B,0.2453
Company B,0.2154
Company B,0.2281
Company B,0.2487
Company B,0.2301
Company B,0.2008
Company B,0.2083
Company B,0.2342
Company B,0.2148
Company B,0.2835
Company B,0.2465
Company B,0.2393
Company B,0.2724
Company B,0.2739
Company B,0.2336
Company B,0.2435
Company B,0.2654
Company B,0.2053
Company B,0.1676
Company B,0.2508
Company B,0.2341
Company B,0.1931
Company B,0.2484
Company B,0.2412
Company B,0.2311
Company B,0.2657
Company B,0.1778
Company B,0.1912
Company B,0.2091
Company B,0.2036
Company B,0.24
Company B,0.1968
Company B,0.1916
Company B,0.2273
Company B,0.2404
Company B,0.2153
Company B,0.2391
Company B,0.1615
Company B,0.2388
Company B,0.1602
Company B,0.265
Company B,0.2108
Company B,0.1883
Company B,0.2335
Company B,0.2494
Company B,0.257
Company B,0.2457
Company B,0.2902
Company B,0.2128
Company B,0.2472
Company B,0.228
Company B,0.1956
Company B,0.2419
Company B,0.2466
Company B,0.2632
Company B,0.2011
Company B,0.2176
Company B,0.2524
Company B,0.222
Company B,0.2425
Company B,0.2077
Company B,0.2541
Company B,0.2076
Company B,0.2353
Company B,0.1656
Company B,0.1842
Company B,0.2087
Company B,0.2677
Company B,0.2132
Company B,0.2265
Company B,0.2228
Company B,0.1961
Company B,0.1947
Company B,0.2406
Company B,0.2994
Company B,0.1792
Company B,0.2469
Company B,0.247
Company B,0.1885
Company B,0.2627
Company B,0.2179
Company B,0.2255
Company B,0.1833
Company B,0.2069
Company B,0.2373
Company B,0.2014
Company B,0.2309
Company B,0.2315
Company B,0.1756
Company B,0.2182
Company B,0.2478
Company B,0.2208
Company B,0.2272
Company B,0.1907
Company B,0.2486
Company B,0.2199
Company B,0.2369
Company B,0.1968
Company B,0.2309
Company B,0.2765
Company B,0.2175
Company B,0.2431
Company B,0.169
Company B,0.1879
Company B,0.2302
Company B,0.2225
Company B,0.245
Company B,0.295
Company B,0.2121
Company B,0.2144
Company B,0.2072
Company B,0.2154
Company B,0.2888
Company B,0.2181
Company B,0.2832
Company B,0.1965
Company B,0.2074
Company B,0.1716
Company B,0.1824
Company B,0.2289
Company B,0.255
Company B,0.202
Company B,0.2253
Company B,0.1928
Company B,0.2249
Company B,0.1943
Company B,0.2077
Company B,0.1799
Company B,0.2479
Company B,0.1842
Company B,0.2283
Company B,0.2517
Company B,0.2526
Company B,0.2357
Company B,0.2115
Company B,0.2473
Company B,0.2117
Company B,0.2022
Company B,0.241
Company B,0.2338
Company B,0.1957
Company B,0.1966
Company B,0.2067
Company B,0.2405
Company B,0.1701
Company B,0.2522
Company B,0.2215
Company B,0.2491
Company B,0.2228
Company B,0.2365
Company B,0.2932
Company B,0.2231
Company B,0.1698
Company B,0.2011
Company B,0.1967
Company B,0.2374
Company B,0.2926
Company B,0.2603
Company B,0.2518
Company B,0.21
Company B,0.2526
Company B,0.2367
Company B,0.1989
Company B,0.2527
Company B,0.2528
Company B,0.2441
Company B,0.1692
Company B,0.2487
Company B,0.2323
Company B,0.2426
Company B,0.2543
Company B,0.2612
Company B,0.2626
Company B,0.2589
Company B,0.255
Company B,0.2114
Company B,0.2616
Company B,0.205
Company B,0.2554
Company B,0.206
Company B,0.1933
Company B,0.2318
Company B,0.2501
Company B,0.198
Company B,0.2257
Company B,0.2619
Company B,0.2206
Company B,0.1962
Company B,0.2108
Company B,0.2569
Company B,0.2492
Company B,0.2032
Company B,0.1951
Company B,0.2387
Company B,0.2209
Company B,0.2383
Company B,0.2625
Company B,0.2294
Company B,0.2372
Company B,0.2297
Company B,0.2312
Company B,0.2127
Company B,0.2657
Company B,0.2361
Company B,0.245
Company B,0.1869
Company B,0.164
Company B,0.2132
Company B,0.2849
Company B,0.1984
Company B,0.2499
Company B,0.2456
Company B,0.1696
Company B,0.1991
Company B,0.1937
Company B,0.2309
Company B,0.2078
Company B,0.2361
Company B,0.2133
Company B,0.2736
Company B,0.2677
Company B,0.2045
Company B,0.2563
Company B,0.2458
Company B,0.251
Company B,0.2722
Company B,0.2184
Company B,0.242
Company B,0.2254
Company B,0.2197
Company B,0.2241
Company B,0.1999
Company B,0.285
Company B,0.2267
Company B,0.2242
Company B,0.2444
Company B,0.2326
Company B,0.2212
Company B,0.2047
Company B,0.2531
Company B,0.218
Company B,0.2025
Company B,0.2565
Company B,0.2487
Company B,0.204
Company B,0.2065
Company B,0.2201
Company B,0.2846
Company B,0.226
Company B,0.2131
Company B,0.2259
Company B,0.25
Company B,0.2484
Company B,0.2318
Company B,0.2431
Company B,0.2459
Company B,0.211
Company B,0.1987
Company B,0.2281
Company B,0.2327
Company B,0.218
Company B,0.2318
Company B,0.1787
Company B,0.2228
Company B,0.2303
Company B,0.2158
Company B,0.2457
Company B,0.2045
Company B,0.2593
Company B,0.2124
Company B,0.224
Company B,0.1822
Company B,0.2173
Company B,0.1919
Company B,0.2028
Company B,0.2213
Company B,0.2279
Company B,0.2336
Company B,0.2118
Company B,0.297
Company B,0.2232
Company B,0.2611
Company B,0.2473
Company B,0.277
Company B,0.2145
Company B,0.2348
Company B,0.2384
Company B,0.1799
Company B,0.2161
Company B,0.2129
Company B,0.2043
Company B,0.2149
Company B,0.2241
Company B,0.269
Company B,0.2694
Company B,0.2415
Company B,0.2338
Company B,0.2349
Company B,0.1921
Company B,0.2335
Company B,0.2311
Company B,0.2892
Company B,0.2075
Company B,0.2393
Company B,0.2193
Company B,0.2395
Company B,0.2128
Company B,0.2124
Company B,0.1914
Company B,0.2503
Company B,0.3115
Company B,0.2228
Company B,0.2681
Company B,0.1695
Company B,0.2928
Company B,0.2724
Company B,0.2398
Company B,0.2256
Company B,0.2023
Company B,0.2661
Company B,0.2135
Company B,0.2374
Company B,0.209
Company B,0.2034
Company B,0.2375
Company B,0.2193
Company B,0.1672
Company B,0.2357
Company B,0.2518
Company B,0.2323
Company B,0.2007
Company B,0.2196
Company B,0.2244
Company B,0.2706
Company B,0.2166
Company B,0.2111
Company B,0.2645
Company B,0.2141
Company B,0.2423
Company B,0.2136
Company B,0.2072
Company B,0.2545
Company B,0.2308
Company B,0.2386
Company B,0.2912
Company B,0.2146
Company B,0.2277
Company B,0.2465
Company B,0.26
Company B,0.2037
Company B,0.2414
Company B,0.2491
Company B,0.217
Company B,0.2243
Company B,0.2549
Company B,0.2312
Company B,0.2486
Company B,0.2336
Company B,0.1937
Company B,0.2312
Company B,0.1966
Company B,0.271
Company B,0.2066
Company B,0.2495
Company B,0.2278
Company B,0.2224
Company B,0.2724
Company B,0.1799
Company B,0.2515
Company B,0.195
Company B,0.2104
Company B,0.2563
Company B,0.2813
Company B,0.1967
Company B,0.1958
Company B,0.2318
Company B,0.2268
Company B,0.2403
Company B,0.2362
Company B,0.2208
Company B,0.192
Company B,0.1705
Company B,0.2675
Company B,0.2662
Company B,0.1427
Company B,0.1766
Company B,0.2017
Company B,0.2214
Company B,0.2278
Company B,0.2296
Company B,0.1654
Company B,0.2181
Company B,0.2825
Company B,0.2384
Company B,0.2916
Company B,0.1735
Company B,0.2439
Company B,0.2103
Company B,0.2162
Company B,0.2742
Company B,0.2292
Company B,0.2848
Company B,0.2597
Company B,0.2069
Company B,0.2437
Company B,0.209
Company B,0.2859
Company B,0.1905
Company B,0.224
Company B,0.2424
Company B,0.233
Company B,0.1841
Company B,0.2125
Company B,0.2138
Company B,0.1472
Company B,0.2011
Company B,0.2577
Company B,0.2193
Company B,0.2332
Company B,0.2348
Company B,0.2199
Company B,0.2061
Company B,0.2291
Company B,0.2258
Company B,0.271
Company B,0.2651
Company B,0.2007
Company B,0.2072
Company B,0.204
Company B,0.2159
Company B,0.2351
Company B,0.2307
Company B,0.203
Company B,0.2433
Company B,0.2387
Company B,0.2398
Company B,0.2089
Company B,0.2435
Company B,0.1879
Company B,0.2038
Company B,0.2497
Company B,0.2218
Company B,0.3008
Company B,0.2223
Company B,0.2339
Company B,0.2212
Company B,0.242
Company B,0.2374
Company B,0.2599
Company B,0.2379
Company B,0.2287
Company B,0.2193
Company B,0.2597
Company B,0.2158
Company B,0.2035
Company B,0.2178
Company B,0.2444
Company B,0.2591
Company B,0.2328
Company B,0.2424
Company B,0.2226
Company B,0.1958
Company B,0.2397
Company B,0.2224
Company B,0.212
Company B,0.2258
Company B,0.2177
Company B,0.2239
Company B,0.219
Company B,0.2248
Company B,0.2257
Company B,0.2371
Company B,0.236
Company B,0.1777
Company B,0.2317
Company B,0.2755
Company B,0.168
Company B,0.2005
Company B,0.2286
Company B,0.1981
Company B,0.23
Company B,0.2014
Company B,0.1711
Company B,0.1957
Company B,0.2109
Company B,0.2628
Company B,0.2566
Company B,0.225
Company B,0.2238
Company B,0.2418
Company B,0.1933
Company B,0.2229
Company B,0.2094
Company B,0.2591
Company B,0.1904
Company B,0.2481
Company B,0.2396
Company B,0.2038
Company B,0.2168
Company B,0.2652
Company B,0.2731
Company B,0.2092
Company B,0.2242
Company B,0.2603
Company B,0.1978
Company B,0.2145
Company B,0.2066
Company B,0.2262
Company B,0.1863
Company B,0.2161
Company B,0.2422
Company B,0.2312
Company B,0.2658
Company B,0.2308
Company B,0.2611
Company B,0.3168
Company B,0.1998
Company B,0.2205
Company B,0.1866
Company B,0.181
Company B,0.2275
Company B,0.1802
Company B,0.2385
Company B,0.2008
Company B,0.2782
Company B,0.2715
Company B,0.267
Company B,0.2784
Company B,0.2631
Company B,0.217
Company B,0.237
Company B,0.2237
Company B,0.2348
Company B,0.2555
Company B,0.257
Company B,0.2461
Company B,0.1949
Company B,0.2597
Company B,0.255
Company B,0.2154
Company B,0.2463
Company B,0.2432
Company B,0.2402
Company B,0.2595
Company B,0.1822
Company B,0.2247
Company B,0.2384
Company B,0.2364
Company B,0.2473
Company B,0.171
Company B,0.2968
Company B,0.2284
Company B,0.2525
Company B,0.1695
Company B,0.2234
Company B,0.2628
Company B,0.2411
Company B,0.2802
Company B,0.2229
Company B,0.2433
Company B,0.2188
Company B,0.2355
Company B,0.209
Company B,0.2234
Company B,0.2455
Company B,0.2468
Company B,0.255
Company B,0.199
Company B,0.2418
Company B,0.2346
Company B,0.2254
Company B,0.2233
Company B,0.2141
Company B,0.288
Company B,0.2117
Company B,0.2445
Company B,0.1859
Company B,0.2428
Company B,0.2328
Company B,0.2006
Company B,0.237
Company B,0.2219
Company B,0.2508
Company B,0.2111
Company B,0.1702
Company B,0.2257
Company B,0.2363
Company B,0.2453
Company B,0.1922
Company B,0.2379
Company B,0.1503
Company B,0.285
Company B,0.2151
Company B,0.2072
Company B,0.204
Company B,0.2743
Company B,0.2096
Company B,0.1865
Company B,0.1998
Company B,0.2197
Company B,0.2721
Company B,0.2115
Company B,0.2066
Company B,0.2127
Company B,0.2265
Company B,0.2313
Company B,0.2411
Company B,0.1957
Company B,0.2851
Company B,0.2549
Company B,0.249
Company B,0.2567
Company B,0.244
Company B,0.1876
Company B,0.2471
Company B,0.2808
Company B,0.1834
Company B,0.2279
Company B,0.2724
Company B,0.1982
Company B,0.2283
Company B,0.1534
Company B,0.236
Company B,0.2743
Company B,0.1901
Company B,0.225
Company B,0.2217
Company B,0.2465
Company B,0.2207
Company B,0.1856
Company B,0.199
Company B,0.2201
Company B,0.237
Company B,0.1805
Company B,0.2748
Company B,0.2489
Company B,0.2397
Company B,0.1775
Company B,0.2512
Company B,0.2267
Company B,0.2418
Company B,0.1997
Company B,0.1854
Company B,0.2103
Company B,0.2685
Company B,0.2227
Company B,0.2619
Company B,0.2779
Company B,0.2465
Company B,0.198
Company B,0.1936
Company B,0.2499
Company B,0.2829
Company B,0.253
Company B,0.1762
Company B,0.2306
Company B,0.2216
Company B,0.2853
Company B,0.2856
Company B,0.2205
Company B,0.2772
Company B,0.2799
Company B,0.2148
Company B,0.198
Company B,0.2424
Company B,0.24
Company B,0.2388
Company B,0.1938
Company B,0.203
Company B,0.2409
Company B,0.2577
Company B,0.2033
Company B,0.2877
Company B,0.2222
Company B,0.2555
Company B,0.1788
Company B,0.1864
Company B,0.2117
Company B,0.2326
Company B,0.2184
Company B,0.2734
Company B,0.2357
Company B,0.2046
Company B,0.2284
Company B,0.2742
Company B,0.2417
Company B,0.2106
Company B,0.2119
Company B,0.168
Company B,0.2437
Company B,0.2196
Company B,0.2396
Company B,0.2263
Company B,0.2832
Company B,0.2123
Company B,0.2398
Company B,0.2474
Company B,0.2003
Company B,0.2019
Company B,0.2293
Company B,0.2574
Company B,0.1856
Company B,0.2586
Company B,0.3045
Company B,0.17
Company B,0.2508
Company B,0.2438
Company B,0.2184
Company B,0.1751
Company B,0.2061
Company B,0.2461
Company B,0.2766
Company B,0.2352
Company B,0.2241
Company B,0.2876
Company B,0.2251
Company B,0.2149
Company B,0.2445
Company B,0.1792
Company B,0.1921
Company B,0.261
Company B,0.2018
Company B,0.2259
Company B,0.2058
Company B,0.2136
Company B,0.2265
Company B,0.1859
Company B,0.211
Company B,0.1754
Company B,0.2512
Company B,0.2195
Company B,0.2366
Company B,0.2157
Company B,0.222
Company B,0.2387
Company B,0.2636
Company B,0.1887
Company B,0.2399
Company B,0.1807
Company B,0.2174
Company B,0.2001
Company B,0.2466
Company B,0.2205
Company B,0.2079
Company B,0.259
Company B,0.2193
Company B,0.2148
Company B,0.2598
Company B,0.2318
Company B,0.1808
Company B,0.1946
Company B,0.1793
Company B,0.17
Company B,0.2106
Company B,0.2135
Company B,0.233
Company B,0.2302
Company B,0.2155
Company B,0.2132
Company B,0.2536
Company B,0.2408
Company B,0.223
Company B,0.2459
Company B,0.1799
Company B,0.2284
Company B,0.2115
Company B,0.2035
Company B,0.2572
Company B,0.1964
Company B,0.1969
Company B,0.2183
Company B,0.2459
Company B,0.202
Company B,0.2258
Company B,0.2274
Company B,0.2354
Company B,0.2307
Company B,0.2354
Company B,0.23
Company B,0.2287
Company B,0.2301
Company B,0.2145
Company B,0.2379
Company B,0.2018
Company B,0.1653
Company B,0.2116
Company B,0.2285
Company B,0.2421
Company B,0.2579
Company B,0.3118
Company B,0.2378
Company B,0.2959
Company B,0.2135
Company B,0.2302
Company B,0.2134
Company B,0.2448
Company B,0.1779
Company B,0.2542
Company B,0.2496
Company B,0.2487
Company B,0.2454
Company B,0.2548
Company B,0.2235
Company B,0.2332
Company B,0.1932
Company B,0.2173
Company B,0.1688
Company B,0.2289
Company B,0.2407
Company B,0.2228
Company B,0.2429
Company B,0.2367
Company B,0.2849
Company B,0.2484
Company B,0.1609
Company B,0.2292
Company B,0.2593
Company B,0.1899
Company B,0.1952
Company B,0.2538
Company B,0.2458
Company B,0.2703
Company B,0.2308
Company B,0.207
Company B,0.1864
Company B,0.2494
Company B,0.2305
Company B,0.257
Company B,0.1921
Company B,0.2114
Company B,0.1988
Company B,0.1867
Company B,0.2147
Company B,0.256
Company B,0.2396
Company B,0.1922
Company B,0.2439
Company B,0.2258
Company B,0.2213
Company B,0.1627
Company B,0.1825
Company B,0.2349
Company B,0.2745
Company B,0.2451
Company B,0.2488
Company B,0.2778
Company B,0.2127
Company B,0.2036
Company B,0.2192
Company B,0.1953
Company B,0.2212
Company B,0.2018
Company B,0.2045
Company B,0.224
Company B,0.2816
Company B,0.2185
Company B,0.2443
Company B,0.1903
Company B,0.2105
Company B,0.295
Company B,0.2101
Company B,0.223
Company B,0.1952
Company B,0.2379
Company B,0.1956
Company B,0.2112
Company B,0.1896
Company B,0.1906
Company B,0.2589
Company B,0.243
Company B,0.2044
Company B,0.146
Company B,0.1845
Company B,0.2518
Company B,0.2503
Company B,0.2302
Company B,0.1578
Company B,0.2067
Company B,0.2132
Company B,0.2157
Company B,0.1984
Company B,0.2177
Company B,0.2841
Company B,0.2172
Company B,0.2142
Company B,0.2433
Company B,0.2297
Company B,0.3005
Company B,0.2473
Company B,0.2207
Company B,0.191
Company B,0.2438
Company B,0.2034
Company B,0.1987
Company B,0.2509
Company B,0.2415
Company B,0.1922
Company B,0.2454
Company B,0.1706
Company B,0.232
Company B,0.2218
Company B,0.1411
Company B,0.2757
Company B,0.2352
Company B,0.2605
Company B,0.2401
Company B,0.2415
Company B,0.2351
Company B,0.2476
Company B,0.2381
Company B,0.2451
Company B,0.2976
Company B,0.192
Company B,0.2509
Company B,0.2311
Company B,0.2405
Company B,0.1974
Company B,0.2223
Company B,0.1688
Company B,0.2102
Company B,0.2038
Company B,0.2623
Company B,0.2715
Company B,0.2013
Company B,0.2376
Company B,0.2084
Company B,0.2057
Company B,0.187
Company B,0.2348
Company B,0.1904
Company B,0.1773
Company B,0.228
Company B,0.2135
Company B,0.2218
Company B,0.1798
Company B,0.2078
Company B,0.2018
Company B,0.2425
Company B,0.2427
Company B,0.2331
Company B,0.2209
Company B,0.2141
Company B,0.1982
Company B,0.2112
Company B,0.2501
Company B,0.2235
Company B,0.2324
Company B,0.2045
Company B,0.2124
Company B,0.2802
Company B,0.2616
Company B,0.2041
Company B,0.2507
Company B,0.2154
Company B,0.2564
Company B,0.2213
Company B,0.1976
Company B,0.1833
Company B,0.219
Company B,0.206
Company B,0.2657
Company B,0.2709
Company B,0.2287
Company B,0.2285
Company B,0.226
Company B,0.2471
Company B,0.1854
Company B,0.2359
Company B,0.2155
Company B,0.249
Company B,0.2312
Company B,0.2321
Company B,0.211
Company B,0.1768
Company B,0.1999
Company B,0.2308
Company B,0.1804
Company B,0.3039
Company B,0.2437
Company B,0.256
Company B,0.2141
Company B,0.212
Company B,0.2367
Company B,0.2345
Company B,0.258
Company B,0.1714
Company B,0.219
Company B,0.2179
Company B,0.272
Company B,0.2803
Company B,0.2146
Company B,0.2298
Company B,0.236
Company B,0.2855
Company B,0.2517
Company B,0.1746
Company B,0.2402
Company B,0.2249
Company B,0.2402
Company B,0.199
Company B,0.2524
Company B,0.2358
Company B,0.2404
Company B,0.2385
Company B,0.2737
Company B,0.2649
Company B,0.2376
Company B,0.2186
Company B,0.2761
Company B,0.2199
Company B,0.2378
Company B,0.2693
Company B,0.1896
Company B,0.1904
Company B,0.2029
Company B,0.2469
Company B,0.2439
Company B,0.1938
Company B,0.259
Company B,0.1992
Company B,0.2647
Company B,0.1865
Company B,0.2231
Company B,0.2515
Company B,0.205
Company B,0.2049
Company B,0.2523
Company B,0.2025
Company B,0.2068
Company B,0.223
Company B,0.2323
Company B,0.1977
Company B,0.2523
Company B,0.2503
Company B,0.2123
Company B,0.1853
Company B,0.2524
Company B,0.2964
Company B,0.2192
Company B,0.1982
Company B,0.2428
Company B,0.2712
Company B,0.2761
Company B,0.1974
Company B,0.199
Company B,0.2272
Company B,0.2088
Company B,0.2169
Company B,0.2936
Company B,0.2215
Company B,0.2629
Company B,0.2243
Company B,0.1978
Company B,0.2198
Company B,0.2405
Company B,0.2526
Company B,0.1931
Company B,0.2926
Company B,0.1909
Company B,0.2295
Company B,0.2662
Company B,0.2307
Company B,0.2836
Company B,0.1931
Company B,0.2176
Company B,0.2121
Company B,0.2548
Company B,0.1974
Company B,0.2716
Company B,0.2013
Company B,0.2302
Company B,0.2207
Company B,0.2165
Company B,0.2133
Company B,0.2044
Company B,0.2251
Company B,0.2197
Company B,0.1982
Company B,0.2819
Company B,0.2479
Company B,0.2119
Company B,0.2423
Company B,0.2403
Company B,0.2499
Company B,0.2031
Company B,0.2251
Company B,0.2141
Company B,0.2032
Company B,0.2675
Company B,0.2706
Company B,0.1569
Company B,0.2483
Company B,0.2012
Company B,0.24
Company B,0.2263
Company B,0.2286
Company B,0.316
Company B,0.2133
Company B,0.2213
Company B,0.2279
Company B,0.201
Company B,0.2357
Company B,0.2626
Company B,0.199
Company B,0.2262
Company B,0.2433
Company B,0.2532
Company B,0.2356
Company B,0.2348
Company B,0.2265
Company B,0.2224
Company B,0.2515
Company B,0.2606
Company B,0.2224
Company B,0.2508
Company B,0.2772
Company B,0.2134
Company B,0.2021
Company B,0.1963
Company B,0.2278
Company B,0.237
Company B,0.1949
Company B,0.2231
Company B,0.2079
Company B,0.2203
Company B,0.2433
Company B,0.2235
Company B,0.2185
Company B,0.233
Company B,0.226
Company B,0.1966
Company B,0.1922
Company B,0.2177
Company B,0.2469
Company B,0.2368
Company B,0.2028
Company B,0.2311
Company B,0.2005
Company B,0.2345
Company B,0.2287
Company B,0.2411
Company B,0.2083
Company B,0.2132
Company B,0.2704
Company B,0.2188
Company B,0.2272
Company B,0.2236
Company B,0.2301
Company B,0.1952
Company B,0.2493
Company B,0.2333
Company B,0.2274
Company B,0.2719
Company B,0.1992
Company B,0.2564
Company B,0.241
Company B,0.2185
Company B,0.1845
Company B,0.2375
Company B,0.2328
Company B,0.2338
Company B,0.239
Company B,0.1891
Company B,0.2251
Company B,0.2418
Company B,0.2259
Company B,0.2067
Company B,0.2801
Company B,0.2047
Company B,0.2323
Company B,0.192
Company B,0.2357
Company B,0.2494
Company B,0.2242
Company B,0.2433
Company B,0.2397
Company B,0.2017
Company B,0.0997
Company B,0.2518
Company B,0.2676
Company B,0.2295
Company B,0.2353
Company B,0.2002
Company B,0.2435
Company B,0.1904
Company B,0.2211
Company B,0.2333
Company B,0.2554
Company B,0.2954
Company B,0.2005
Company B,0.2386
Company B,0.2104
Company B,0.1919
Company B,0.2374
Company B,0.1958
Company B,0.2764
Company B,0.2255
Company B,0.2629
Company B,0.2171
Company B,0.2385
Company B,0.2
Company B,0.2855
